Week,1918_flu_pandemic,Avian_influenza,Centers_for_Disease_Control_and_Prevention,Common_cold,Epidemic,European_Centre_for_Disease_Prevention_and_Control,Fever,Flu_season,Human_influenza,Influenza,Influenza-like_illness,Influenza_A_virus,Influenza_A_virus_subtype_H1N1,Influenza_A_virus_subtype_H2N2,Influenza_A_virus_subtype_H3N1,Influenza_A_virus_subtype_H3N2,Influenza_A_virus_subtype_H5N1,Influenza_A_virus_subtype_H5N2,Influenza_pandemic,Influenza_research,Influenza_treatment,Influenza_vaccine,Influenza_virus,Influenzavirus_B,Influenzavirus_C,Main_Page,Oseltamivir,Pandemic,Swine_influenza,Tamiflu,Vaccine
2009-31,,5512.0,4487.0,13912.0,7559.0,767.0,25526.0,2291.0,829.0,47142.0,1711.0,1019.0,78465.0,2071.0,696.0,6344.0,4128.0,349.0,4952.0,869.0,3052.0,5216.0,996.0,1550.0,1028.0,37711961.0,20103.0,19404.0,165170.0,7097.0,8581.0
2009-32,,5711.0,4741.0,15083.0,8241.0,682.0,25066.0,2512.0,1062.0,31656.0,1769.0,1204.0,83614.0,2778.0,706.0,4720.0,4138.0,389.0,5315.0,1071.0,3938.0,6034.0,1138.0,1671.0,1051.0,37273982.0,20649.0,22010.0,223078.0,5936.0,9354.0
2009-33,,7231.0,5802.0,15753.0,11490.0,827.0,25159.0,4663.0,1969.0,43185.0,2076.0,1607.0,105104.0,2907.0,734.0,5805.0,4416.0,404.0,6947.0,1810.0,8383.0,10694.0,1456.0,1916.0,1498.0,37542585.0,34957.0,28131.0,436013.0,9823.0,9864.0
2009-34,,5437.0,4804.0,14709.0,8516.0,535.0,24370.0,2801.0,953.0,30744.0,1521.0,992.0,75023.0,1741.0,394.0,2770.0,3796.0,177.0,4458.0,1071.0,3847.0,6473.0,464.0,1570.0,933.0,37250399.0,17540.0,19713.0,177910.0,5381.0,8869.0
2009-35,,5995.0,5503.0,14851.0,8789.0,695.0,24566.0,3435.0,1017.0,37791.0,1725.0,1491.0,66185.0,2222.0,480.0,2538.0,3760.0,278.0,4517.0,947.0,3300.0,6896.0,494.0,1814.0,1064.0,38696190.0,17053.0,20603.0,176968.0,4949.0,10194.0
2009-36,,6498.0,6162.0,16996.0,9488.0,599.0,27249.0,3471.0,1059.0,39039.0,1786.0,6217.0,76448.0,2140.0,486.0,2690.0,4337.0,269.0,4478.0,994.0,3444.0,9193.0,513.0,1895.0,1141.0,38722262.0,16188.0,22106.0,177960.0,5937.0,11036.0
2009-37,,6711.0,5857.0,19703.0,10515.0,495.0,30414.0,3359.0,1083.0,41481.0,2051.0,6628.0,75771.0,2158.0,442.0,2452.0,4127.0,253.0,4617.0,1029.0,3123.0,10051.0,536.0,2065.0,1100.0,39898325.0,16714.0,22097.0,189670.0,5356.0,11484.0
2009-38,,6678.0,5832.0,22838.0,10765.0,683.0,32780.0,3232.0,1006.0,42044.0,1963.0,6281.0,67898.0,1928.0,373.0,2090.0,3739.0,199.0,4473.0,920.0,2657.0,11851.0,623.0,2124.0,1069.0,40903645.0,16539.0,22931.0,157188.0,4375.0,12278.0
2009-39,,6377.0,5425.0,25610.0,10922.0,777.0,33557.0,3515.0,911.0,43882.0,2860.0,6861.0,68299.0,1831.0,345.0,2095.0,3694.0,162.0,4257.0,890.0,2658.0,13553.0,669.0,1961.0,1042.0,39986982.0,15968.0,23926.0,132015.0,4098.0,14318.0
2009-40,,6092.0,5534.0,26281.0,11370.0,735.0,34341.0,3529.0,939.0,44452.0,2206.0,7104.0,71384.0,1804.0,359.0,2265.0,3645.0,205.0,4882.0,892.0,2814.0,15500.0,720.0,2121.0,1042.0,39605709.0,17054.0,23899.0,137368.0,4509.0,15010.0
2009-41,,6254.0,5887.0,26689.0,12528.0,711.0,36062.0,4039.0,1181.0,48145.0,2135.0,7939.0,78469.0,2131.0,297.0,2483.0,3752.0,150.0,4954.0,900.0,2954.0,19923.0,736.0,2426.0,1146.0,39710548.0,17701.0,25038.0,142669.0,4683.0,16194.0
2009-42,,5652.0,4998.0,22253.0,9756.0,630.0,32195.0,3625.0,1056.0,41183.0,1897.0,8358.0,69649.0,1903.0,341.0,2458.0,3567.0,177.0,4734.0,909.0,2612.0,15690.0,702.0,2237.0,1085.0,32508264.0,16507.0,25766.0,117495.0,4047.0,13490.0
2009-43,,7852.0,6862.0,26550.0,13898.0,915.0,45807.0,5480.0,1592.0,60380.0,2879.0,11858.0,111282.0,3055.0,581.0,4210.0,5044.0,269.0,7135.0,1100.0,3877.0,25537.0,955.0,3373.0,1561.0,39053917.0,28134.0,32457.0,178604.0,6081.0,21506.0
2009-44,,8452.0,7077.0,25036.0,15157.0,1336.0,50585.0,7800.0,2037.0,68318.0,2982.0,10711.0,155653.0,4287.0,702.0,5320.0,6608.0,276.0,9500.0,1356.0,4821.0,27611.0,953.0,3321.0,1660.0,39197418.0,38356.0,37938.0,205688.0,7051.0,23612.0
2009-45,,9789.0,7091.0,26860.0,15148.0,1477.0,50512.0,7592.0,1610.0,63526.0,2797.0,12020.0,130104.0,4222.0,983.0,5122.0,7159.0,373.0,8615.0,1313.0,4564.0,22171.0,979.0,3321.0,1695.0,41049989.0,43699.0,36004.0,193153.0,7740.0,23391.0
2009-46,,7509.0,6584.0,25066.0,13367.0,1203.0,42742.0,5204.0,1091.0,56266.0,2101.0,11502.0,88152.0,3217.0,721.0,3231.0,5914.0,247.0,6345.0,914.0,3319.0,16391.0,952.0,2899.0,1411.0,41359975.0,32247.0,29954.0,144074.0,6145.0,18757.0
2009-47,,5599.0,5625.0,20198.0,10425.0,824.0,31193.0,3243.0,661.0,40004.0,1531.0,7637.0,51209.0,1955.0,411.0,2061.0,4229.0,141.0,4216.0,632.0,1829.0,11570.0,688.0,1752.0,952.0,34234027.0,22592.0,27818.0,93047.0,4609.0,16915.0
2009-48,,4298.0,4621.0,18345.0,8179.0,632.0,26587.0,1846.0,552.0,32951.0,1164.0,5162.0,35020.0,1414.0,299.0,1287.0,4273.0,180.0,3471.0,470.0,1204.0,8243.0,554.0,1282.0,724.0,32697073.0,14431.0,21107.0,63053.0,2700.0,13923.0
2009-49,,4140.0,5470.0,21616.0,8850.0,2423.0,26262.0,1922.0,467.0,32584.0,1190.0,4462.0,32383.0,1337.0,332.0,1251.0,3644.0,195.0,3261.0,444.0,1013.0,7644.0,617.0,1237.0,646.0,33655136.0,11477.0,21175.0,58338.0,2263.0,13347.0
2009-50,,4015.0,4944.0,21034.0,8906.0,511.0,24504.0,1581.0,412.0,29011.0,1015.0,3748.0,27996.0,1141.0,276.0,1054.0,3558.0,181.0,2877.0,386.0,1007.0,6176.0,571.0,1042.0,622.0,33561020.0,9850.0,19219.0,50148.0,2022.0,12181.0
2009-51,,3242.0,4205.0,20541.0,6921.0,349.0,22046.0,1234.0,335.0,23350.0,785.0,2858.0,23025.0,850.0,233.0,885.0,2600.0,134.0,2535.0,339.0,779.0,5159.0,447.0,864.0,489.0,33325776.0,7011.0,15218.0,42298.0,1503.0,9953.0
2009-52,,2326.0,2808.0,18259.0,4076.0,306.0,18812.0,900.0,273.0,15716.0,798.0,1811.0,18325.0,582.0,176.0,590.0,1902.0,105.0,1382.0,313.0,703.0,3041.0,227.0,570.0,412.0,30736905.0,5297.0,10636.0,37573.0,1054.0,6232.0
2009-53,,1615.0,1879.0,12712.0,2659.0,201.0,13074.0,613.0,142.0,10120.0,485.0,1240.0,10228.0,346.0,110.0,355.0,1325.0,66.0,846.0,178.0,427.0,1867.0,195.0,398.0,280.0,20321350.0,2929.0,7378.0,20188.0,541.0,4128.0
